id	title	description	category	weight	defaultQuantity	stackSize	isContainer	isStorable	isEquippable	isConsumable	inventoryWidth	inventoryHeight	image	actionIds	assetFilename
bc46d395-eba3-4df2-9798-3e0f69d99965	The Silence Installation	Subcutaneous neurological suppressor node. Grants RESONANCE damage immunity and signal invisibility; progressively suppresses Echomind and prevents Ascension.	augmentation	0	1	1	false	true	true	false	1	1			
1b843df1-83f8-4b8a-ba34-c5980110ba6d	The Hunger Wire	Wire-silk filament array harvesting ambient resonant energy. Provides healing regeneration and contact drain; bearer becomes compelled to drain even trusted companions.	augmentation	0	1	1	false	true	true	false	1	1			
a7b48385-a64f-4278-b7da-2ff4db68d9b7	Signal Blade	Short resonant blade with circuit etching and signal array. Discharge disrupts enhancements and enables data extraction on hit.	weapon	0	1	1	false	true	true	false	1	2			
c4875068-9545-4384-b858-7d215fd082e1	Null-Skin Mesh	Full-body undergarment of wire-silk and resonant metal. Disrupts signal targeting and detection; masks enhancement configuration from scans.	gear	0	1	1	false	true	false	false	1	1			
a26e7bce-32d5-452a-9a02-177ba73babd0	Memory Extraction Unit (MEU-7)	Handheld device extracting memory data from enhancement systems. Provides interrogation capability and evidence collection.	tool	0	1	1	false	true	false	false	1	1			
f92ef91f-4f3e-4a45-9f16-32e0f2282748	Chorus Device	Hexagonal signal device manipulating group emotional resonance. Creates crowd-scale agreement and compliance effects; single-use calibration.	tool	0	1	1	false	true	false	false	1	1			
9e91a87e-6e47-4cab-b92b-cfca21579231	Long-Wire Communicator	Paired communication device functioning at unlimited range within Tesshari. Provides encrypted point-to-point transmission.	tool	0	1	1	false	true	false	false	1	1			
86a3e196-b154-4146-8d87-8a54fcf644a3	The Architect System	Harness-based reality-adjustment field manipulating physical space. Phases surfaces, anchors structures, or directs collapses; significant unpredictable side effects.	tool	0	1	1	false	true	false	false	2	2			
22dcc046-5e64-4d4c-a2a2-43881a6b6731	The Soft Key	Resonant card forging Wire Market access credentials. Mirrors last valid access signal; bypasses security systems for one entry.	tool	0	1	1	false	true	false	false	1	1			
98dfdd1f-d175-4fec-9b02-f3a0652b6b20	The Resonant Ledger	Resonant-thread journal storing data invisibly to scanning. Signal-invisible information storage with encryption; appears blank to non-resonant readers.	document	0	1	1	false	true	false	false	1	1			
4ef323b1-deac-4d08-9c3a-838e183cf423	Signal Cage	Portable device creating a signal disruption field. Blocks Wire Craft communications and enhancement network connectivity within range.	tool	0	1	1	false	true	false	false	1	1			
efa6373c-e262-4066-bf1d-c9c0325d5a59	Patchwork Resonance Blade	Sword assembled from three resonant sources with random daily performance variation. Produces frequency interference on impact.	weapon	0	1	1	false	true	true	false	1	2			
5789e2af-0917-433c-b12d-5005066c8a40	Salvage Shell Vest	Armor of layered salvage plating with irregular composition. Unpredictable impact deflection; user can repair with common materials.	armor	0	1	1	false	true	true	false	2	2			
6e105422-284d-4546-a16b-ceacae48fb2c	The Scar Blade	Engine Scar contaminated resonant blade with shifting colors. Deals fire and necrotic damage; permanently disables enhancements on hit but transfers contamination to bearer.	weapon	0	1	1	false	true	true	false	1	2			
8051f595-7752-446d-b0c3-0cb5ddc5fbd0	Scar-Sight Lens	Optical enhancement perceiving Engine Scar contamination. Provides contamination visibility and reading capability; transfers to biological eye permanently.	augmentation	0	1	1	false	true	true	false	1	1			
6586e5cb-b120-48b8-a8c2-fb4d8b482f26	The Scar-Touched Wire Whip	Wire-whip threaded with Engine Scar material. Deals fire damage and enables grappling; contamination accumulates with use.	weapon	0	1	1	false	true	true	false	1	3			
99e9eb0b-ab3e-468d-8741-4e6204bca288	The Singing Shard	Convergence-touched resonant fragment singing below human hearing. Bearer receives Convergence approach impressions and can amplify claimant detection.	resonant	0	1	1	false	true	true	false	1	1			
8134f10f-70b7-4510-9cdb-2418195454b1	The Returned Mask	Resonant mask existing partially in Iron Afterlife. Bearer sees and communicates with Afterlife entities; bleed effects from prolonged use.	gear	0	1	1	false	true	false	false	1	1			
9b736630-0705-4f23-ad1b-6fc66417d26c	The Deep Register	Resonant data storage containing 400 final moments of Ashlands dead. Provides access to last-moment knowledge and Iron Afterlife recognition.	document	0	1	1	false	true	false	false	1	1			
b089f465-7b81-419c-95eb-b90e0de0ff71	The Inheritance	Sealed resonant box carrying undelivered intention from the dead. Bearer receives parent's understanding over time and can deliver it to one recipient.	gear	0	1	1	false	true	false	false	1	1			
c16a1609-f8f9-4f34-9354-77e2eaf37e6e	The Second Skin	Seamless resonant metal robe existing at life-death threshold. Provides Afterlife recognition and temporary incorporeality once per encounter.	armor	0	1	1	false	true	true	false	2	3			
e2321e94-6b36-45bd-857f-d5677e784df4	Scavenged Blade	Light blade of salvage quality subject to degradation. Basic weapon requiring regular maintenance.	weapon	0	1	1	false	true	true	false	1	1			
c5af963c-22df-44fa-88b7-1613a8059642	Circuit Dagger	Standard quality light blade with resonant wire inlay. Reliable basic weapon.	weapon	0	1	1	false	true	true	false	1	1			
880a3190-260a-48d4-8f1b-ce515ea018b8	Resonant Blade (Standard)	Standard resonant construction short blade. Professional quality weapon.	weapon	0	1	1	false	true	true	false	1	2			
3225ca03-064a-4e69-9ccd-b32543f2eaf9	Long Resonant Blade	Standard resonant construction long blade. Professional quality weapon.	weapon	0	1	1	false	true	true	false	1	2			
c228aa89-b142-4096-8747-507ea3e3cfd7	Spine Blade	Finesse blade with precision construction. Prefers EDGE-based users.	weapon	0	1	1	false	true	true	false	1	2			
31c2a24d-8c74-4ca6-a8df-cd1125de2940	Ashlands Chopper	Heavy unrefined blade from salvage materials. Effective for material cutting; brutal in close quarters.	weapon	0	1	1	false	true	true	false	1	2			
d1d86eba-2e9c-4b22-a327-3b3795341e21	Void Lance	Spear with resonant tip on standard haft. Professional quality polearm.	weapon	0	1	1	false	true	true	false	1	3			
79540da0-b8cf-4a15-8b40-cdb7d7100571	Signal Staff	Staff with resonant ends serving as Wire Craft interface. Ritual and utility focus as well as combat.	weapon	0	1	1	false	true	true	false	1	3			
d0c0de73-da99-47c6-8002-39e4f72f4e28	Wire-Whip	Wire-silk composite reach weapon. Provides reach and flexibility in combat.	weapon	0	1	1	false	true	true	false	1	2			
aeb82515-2924-4d6d-8cf1-7c8907c52928	Salvage Bar	Repurposed structural component used as two-handed club. Improvised heavy weapon.	weapon	0	1	1	false	true	true	false	2	2			
0fb7cc9d-11f4-458c-9182-41ee913e8af1	Resonant Greatsword	Two-handed resonant blade of professional quality. Heavy weapon.	weapon	0	1	1	false	true	true	false	2	3			
a66b1f65-4602-415c-b213-ad3df969075f	War Frame Blade	Heavy chopper for enhanced-arm users. Heavy weapon for reinforced chassis bearers.	weapon	0	1	1	false	true	true	false	2	2			
44f54df1-6e88-4048-a955-65dd37ba64cb	Pulse Arm (Standard)	Signal-discharge weapon with adjustable power and range. Standard ranged signal weapon.	weapon	0	1	1	false	true	true	false	2	2			
2b5311c0-4350-4534-9ffc-e7def283852f	Pulse Arm (Heavy)	High-power signal-discharge weapon for sustained fire. Heavy ranged signal weapon.	weapon	0	1	1	false	true	true	false	2	2			
75a0ae2c-6b79-4615-83cf-d4d28d2df228	Signal Thrower	Wire-silk tension crossbow firing resonant bolts. Ranged projectile weapon.	weapon	0	1	1	false	true	true	false	2	2			
f66f97da-6dc0-46d9-b47a-ee426e47e886	Resonant Bolts (20)	Package of 20 resonant projectiles for signal thrower.	tool	0	1	1	false	true	false	false	1	1			
19df74f0-255b-4afe-9000-0d1ffc3b6408	Void-Dart	Light thrown weapon with resonant tip. Throwable projectile weapon.	weapon	0	1	1	false	true	true	false	1	1			
16652383-19fe-45d1-8974-8f6c5357b238	Salvage Patchwork	Light armor of mismatched resonant components. Basic armor; affordable and field-repairable.	armor	0	1	1	false	true	true	false	2	2			
97b6b059-d227-4373-8522-5117ccd0e9ec	Wire-Mesh Armor (Standard)	Light armor of wire-silk composite with resonant studs. Professional quality light armor.	armor	0	1	1	false	true	true	false	2	2			
9aa1e23c-705c-4c08-8d6d-25df3a564bce	Signal Weave	Light armor of treated non-resonant material. Lower caste standard; concealable.	armor	0	1	1	false	true	true	false	2	2			
314cba54-dfaa-4166-8127-571692f2a54f	Salvage Plating	Medium armor of individual adjustable resonant plates. Professional quality.	armor	0	1	1	false	true	true	false	2	3			
1874ba89-b7b3-4aa1-bbc1-431fc7df0bb2	Standard Resonant Plate	Medium armor of quality resonant torso plate. Professional quality.	armor	0	1	1	false	true	true	false	2	3			
d9157b5b-5de0-4f35-844e-b8317a321df4	Resonance Shell	Medium-heavy armor of resonant plate with wire-silk undersuit. High quality.	armor	0	1	1	false	true	true	false	2	3			
ff23ff9b-8191-41dc-bcef-a5396594e131	Full Resonance Carapace	Heavy armor of full-body resonant plate. Professional grade.	armor	0	1	1	false	true	true	false	2	3			
faa2f306-94d3-4260-894d-d325fa1ca9cb	Void-Weave Robe	Light practitioner armor without restriction. For non-martial bearers; preserves freedom of movement.	armor	0	1	1	false	true	true	false	2	2			
ca06f77c-ac66-4ff6-ad15-4795b656e718	Flesh-Reinforced Carapace	Heavy armor integrating biological reinforcement. Specialty grade; requires maintenance.	armor	0	1	1	false	true	true	false	2	3			
4ceea845-07b7-4054-83e8-c67ba36e711c	Standard Ward	Resonant metal shield. Standard defense tool.	gear	0	1	1	false	true	false	false	2	1			
f625e9d8-bc94-45c2-b0e5-f8f9739d66c0	Signal Ward	Enhanced resonant shield with force reduction capability. Professional quality.	gear	0	1	1	false	true	false	false	2	1			
38b37b3b-4dc9-4203-a410-01c0f18d0b55	Salvage Ward	Improvised shield from salvage materials. Basic defense; requires maintenance.	gear	0	1	1	false	true	false	false	2	1			
6bfa0c96-c56e-43f0-8d34-16cd8c9ba0db	Emergency Stabilizer	Injector or resonant patch stabilizing a creature at 0 HP to 1 HP. Single use.	consumable	0	1	99	false	true	false	true	1	1			
7a50bbaf-3cd7-4c73-9ecc-4c4074ec14a1	Resonant Mend Patch	Topical resonant compound restoring modest HP. Single use; quick application.	consumable	0	1	99	false	true	false	true	1	1			
3451927a-99ff-4b88-9050-9d5e543d26ec	Full Forge Kit	Complete maintenance kit for full long-rest chassis overhaul. Forged-specific.	consumable	0	1	99	false	true	false	true	1	1			
7222ca77-1cc3-4fd0-a0a9-29a6ee90bf81	Wire Purge Vial	Removes one Wire Craft status effect or breaks one active signal binding. Single use.	consumable	0	1	99	false	true	false	true	1	1			
2786b9a2-05ad-4323-87ce-2997979acd1b	Void Salts	Ritual compound restoring Echomind stability or severing one Afterlife attachment. Single use.	consumable	0	1	99	false	true	false	true	1	1			
2fbfe679-a043-47f7-af87-d12361ada05f	Sutensai Rite Oil	Sacred oil used in Iron Sutra ritual; required for certain Sutensai class abilities.	consumable	0	1	99	false	true	false	true	1	1			
f6b5815e-82f6-4526-a847-73442a03acc5	Ashlands Stimulant	Unrefined chemical stimulant granting temporary endurance at cost of HP loss afterward. Single use.	consumable	0	1	99	false	true	false	true	1	1			
5e4f6dd1-ad14-4ffd-abda-b82f9b00fdf7	Resonant Salve	Healing compound restoring moderate HP over two turns. Single use; combat-applicable.	consumable	0	1	99	false	true	false	true	1	1			
622c20f7-82c5-4fff-bfaa-d6f5fb952c3b	Field Forge Tools	Portable toolkit for field maintenance and minor enhancement repairs.	tool	0	1	1	false	true	false	false	1	1			
6679e431-7f34-4430-bbfb-87e03da9c2a9	Wire Tap Kit	Tools for accessing Wire Craft networks covertly. Professional grade.	tool	0	1	1	false	true	false	false	1	1			
2ac9df52-e0ef-4285-9406-f083beecd945	Dissolution Reader	Device measuring dissolution resonance levels and shell-state signatures. Oni Hunter utility.	tool	0	1	1	false	true	false	false	1	1			
937518b7-87f5-4cc7-9290-b726f6737d0f	Architect's Compass	Surveying and structural analysis tool; essential for Iron Herald Command Zone calibration.	tool	0	1	1	false	true	false	false	1	1			
d9297afa-be3d-4c5f-bf49-d7240d77daa6	Iron Sutra Text	A copy of a section of the Iron Sutra scripture. Required reading for Sutensai class; provides doctrinal authority in social encounters.	document	0	1	1	false	true	false	false	1	1			
8885a1a1-882e-42b6-9498-888a53a108e7	Territory Map	A detailed map of a specific Tesshari region. Provides navigation and encounter advantage in that territory.	document	0	1	1	false	true	false	false	1	1			
143cb5f9-2b8b-46da-ba2e-3d6a49d49950	Wire Market Directory	Contact list and protocol guide for Wire Market networks. Essential for Wireweave and Veilblade operations.	document	0	1	1	false	true	false	false	1	1			
d8eddf8c-20c0-4415-93bd-14d3839d13ff	Claimant Intelligence Dossier	Compiled intelligence on one specific Claimant. Provides social and combat advantage when interacting with or opposing that Claimant.	document	0	1	1	false	true	false	false	1	1			
daf1392b-7ece-452e-93e2-782e0fbe4c8f	Between Compass	Resonant instrument pointing toward strongest Between-energy source. Void Walker and Fracture Knight utility.	resonant	0	1	1	false	true	true	false	1	1			
4ca84bcf-4158-4b78-9704-396d8f3f8a05	Grief Stone	Dense resonant stone absorbing and storing grief-resonance. Echo Speaker resource; amplifies grief-stacks accumulation.	resonant	0	1	1	false	true	true	false	1	1			
5bdc294b-ebec-4e37-a80a-1bb73fb6d182	Void Shard	Fragment of crystallized void energy. Fracture Knight and Void Walker utility; generates Phantom Charges.	resonant	0	1	1	false	true	true	false	1	1			
754c3450-1d29-4ac2-ab5b-c1787348dbc4	Signal Crystal	Crystallized pure signal frequency. Wireweave and Pulse Caller utility; amplifies signal-based abilities.	resonant	0	1	1	false	true	true	false	1	1			
5c5efc66-3d13-49a4-856c-d912db71007a	Trade-Metal Pouch (Small)	10 trade-metal standard; lower-caste daily wage equivalent.	currency	0	1	1	false	true	false	false	1	1			
7c5cdcb3-1db1-464c-8deb-422812b56097	Trade-Metal Pouch (Medium)	50 trade-metal standard; skilled worker weekly wage equivalent.	currency	0	1	1	false	true	false	false	1	1			
98f1a321-3bac-4fd2-8d43-f4870481366c	Trade-Metal Pouch (Large)	200 trade-metal standard; contractor project fee equivalent.	currency	0	1	1	false	true	false	false	1	1			
997243a8-346b-4fe5-a75d-739a6838f410	Resonant Coin	Single high-value resonant-infused coin; used in Wire Market and upper-caste transactions.	currency	0	1	1	false	true	false	false	1	1			
3f0bbe6f-a589-42f9-90dd-a36f4d3f7a29	Caste Endorsement Letter	Signed by a Keeper-rank Sutensai. Allows claiming Fourth Caste legal standing in Ironhold-controlled territory once; expires one year from issue.	document	0	1	1	false	true	false	false	1	1			
4b2e650d-c378-4d4c-a3e9-e52b3027506b	Leverage Fragment	A piece of political intelligence on Korrath usable once in negotiation to compel a significant concession. Extremely dangerous to possess.	document	0	1	1	false	true	false	false	1	1			
917836d0-1039-4748-9da3-347e9c170d98	Vessel-Commander's Seal	Grants passage through any Ironhold military checkpoint without inspection. Single use; Sato Kiren's personal authorization mark.	gear	0	1	1	false	true	false	false	1	1			
8973e5d1-41ce-416b-b8bf-c38d80db30f5	Resonance Anchor Fragment	Fragment of pre-Ascension resonant metal. Once per day grants +4 to FRAME-based resistance checks against enhancement disruption.	artifact	0	1	1	false	true	false	false	1	1			
f24900f0-655b-41a2-bb4d-3c49c0518a32	Pre-Ascension Resonance Compass	Crystalline formation pointing toward the nearest significant Echomind resonance concentration rather than magnetic north.	resonant	0	1	1	false	true	true	false	1	1			
f9399c5e-2f27-4e1e-9114-ed67d07633b0	Resonance Research Access	Single-inquiry pass to the Sutra Sanctum restricted archives. Provides access to one specific sealed research file.	document	0	1	1	false	true	false	false	1	1			
9117c24b-7f7f-483e-9106-4a2e2682637c	Sovereignty Seal	Enhancement modification that sends an internal alert whenever an external override attempt is made on any of the bearer's enhancements.	augmentation	0	1	1	false	true	true	false	1	1			
01605103-efeb-4268-9018-f3dcdbca0069	Standing Intelligence Contract	Recurring payment arrangement with an Ironhold intelligence contact. Provides priority access to Ironhold files on Hollow Author known activities.	document	0	1	1	false	true	false	false	1	1			
35f658da-3fb0-4af3-8cf1-891d19862b4a	Resonance Attunement Tool	Wood and iron instrument detecting resonant particulate in water and assessing impressions encoded within it. Veilward Reach specialist tool.	tool	0	1	1	false	true	false	false	1	1			
ffdf1378-56f6-4e26-b3e3-5a8e81d1d3a9	Grief-Refined Resonance Compound	Grants +3 to RESONANCE cards during Iron Afterlife contact and allows sensing the emotional register of contacted Echominds. Lasts 24 hours.	consumable	0	1	99	false	true	false	true	1	1			
1db943da-5fdb-4d1b-b3d1-b7229595e8d2	Hollow Network Receiver	Passively detects active Author modification emitters within 60 feet. Provides a real-time map of the Hollow Author's passive surveillance infrastructure in range.	tool	0	1	1	false	true	false	false	1	1			
29b90cc3-0941-48a1-b577-12c843262ca4	Unregistered Resonant Alloy	Refined resonant metal sufficient for one Resonant Grade enhancement procedure. No documentation trail; invisible to Sutensai Reading and Wire Market registration.	gear	0	1	1	false	true	false	false	1	1			
c7487047-2c28-4f6d-85ca-130a09030069	Resonant History Instrument	When placed against a resonant metal surface, reads accumulated impressions and broadcasts them at a level accessible to enhancement-bearing individuals nearby.	resonant	0	1	1	false	true	true	false	1	1			
5f8be576-c0d9-4995-8b0b-1a0496279cb1	Cascade Rejection Suppressants	Grants +3 to FRAME-based resistance checks against enhancement failure for 24 hours and reduces rejection severity by one step.	consumable	0	1	99	false	true	false	true	1	1			
cb9d209f-4439-4f87-8f31-5feb62f5372b	Pre-Signal Receiver	Modification allowing bearer to receive messages through the Afterlife substrate up to six hours before they are sent, in areas of high temporal-resonance asymmetry.	augmentation	0	1	1	false	true	true	false	1	1			
795db9e0-4886-477f-83ca-77fce750c0cf	Rejection Suppression Weave	Ashlands-derived enhancement modification extending operational life by two enhancement tier grades. Grants resistance to forced disabling effects.	augmentation	0	1	1	false	true	true	false	1	1			
12e1ab97-5824-4f86-b974-b68ac31845ae	Contract Token	A marked resonant disc representing an active Ronin contract. Identifies bearer as operating under a specific obligation; changes hands at contract completion.	gear	0	1	1	false	true	false	false	1	1			
0d8758e5-c342-424d-a8bc-b2fb9370d175	Ashfoot Salvage Toolkit	Compact toolkit for disassembling and repurposing enhancement components in the field. Required for Enhancement Scavenge actions.	gear	0	1	1	false	true	false	false	1	1			
2e012a11-96dc-499d-b111-10f00f429f84	Wire Integration Kit	Tools for maintaining and calibrating Wire Craft-resonance hybrid systems. Veilblade class maintenance requirement.	tool	0	1	1	false	true	false	false	1	1			
cd988380-c640-4b22-9b7c-964372994ea2	Dissolution Detector	Handheld device measuring dissolution resonance levels. Oni Hunter utility; detects and tracks shell-state signatures.	tool	0	1	1	false	true	false	false	1	1			
88ffd2ce-87c7-49ac-8000-3434b7e9d50b	Communal Repair Kit	Field repair tools oriented toward maintaining others' enhancements rather than the bearer's own. Forge Tender class item.	gear	0	1	1	false	true	false	false	1	1			
c34b84bc-25ed-443a-8a01-7ec8e6580d8a	Network Access Node	Portable device establishing a personal Wire Craft network node. Wireweave class utility; enables network-interaction cards.	tool	0	1	1	false	true	false	false	1	1			
