# Ironclad Samurai — gap-fill staging TSV
# Columns: id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
# Tiers: L2 level-up (x2), L3 subclass (x4 per oath), L5 power (x3), L9 subclass power (x2 per oath)

# === L2 LEVEL-UP (2) ===
card_ironclad_vein_of_the_seven_cuts	Vein of the Seven Cuts	Exhale once and make up to three melee attacks as a single motion against any combination of targets within reach. If all three hit, make a fourth attack that cannot miss.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# === L9 — OATH IRON LORD (2) ===
card_ironclad_oath_iron_lord_unbreaking_command	The Unbreaking Command	Speak the Lord's binding word. For one minute, allies within 30 feet are immune to frightened and charmed, cannot be reduced below 1 HP while you stand, and gain your IRON modifier as bonus damage on the first hit each turn.	subclass_power_oath_iron_lord	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_iron_lord_throne_of_iron	Throne of Iron	Anchor the battlefield as the seat of the House. You and your ward gain 3 levels' worth of temporary HP; any enemy within 20 feet that attacks someone other than you provokes a free attack from you.	subclass_power_oath_iron_lord	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# === L9 — OATH SUTENSAI BLADE (2) ===
card_ironclad_oath_sutensai_blade_unmemory_cut	Unmemory Cut	Draw a single line through a target's fate. On hit, the creature must succeed on a CHA save or forget it knew you for one minute and cannot target you with attacks or abilities. On a critical hit, the effect persists until it rests.	subclass_power_oath_sutensai_blade	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_sutensai_blade_void_procession	Void Procession	Step fully into the between for six seconds. You are invisible and incorporeal; the first melee attack you make upon returning is an automatic critical that severs one class feature of the target until it completes a long rest.	subclass_power_oath_sutensai_blade	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# === L9 — OATH UNDYING DEBT (2) ===
card_ironclad_oath_undying_debt_final_ledger	The Final Ledger	Close the books. One debt-marked creature within 60 feet must succeed on a CON save or take damage equal to half its missing HP; if this reduces it to 0, the debt is settled and you recover all expended short-rest resources.	subclass_power_oath_undying_debt	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_undying_debt_creditor_ascendant	Creditor Ascendant	Name every debt you still carry. For one minute, you ignore damage from any non-debt creature, deal double your RESONANCE modifier as bonus damage per hit to debt-marked creatures, and gain one reaction per debt you hold.	subclass_power_oath_undying_debt	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"

# === L9 — OATH FLESH TEMPLE (2) ===
card_ironclad_oath_flesh_temple_shrine_that_walks	The Shrine That Walks	Your scars bloom into living sutras. For one minute, healing done to you overflows to allies within 10 feet, melee damage you take is halved, and each attack you make inflicts one stack of Bleed matching your RESONANCE.	subclass_power_oath_flesh_temple	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ironclad_oath_flesh_temple_burning_sanctum	Burning Sanctum	Ignite the living temple. You drop to half HP immediately; for the next minute, each melee attack against you is reflected as resonant damage equal to your level, and your own attacks ignore resistance and deal maximum damage on hit.	subclass_power_oath_flesh_temple	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
