# Echo Speaker — staging rows for merge
# Columns: id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
#
# === L1 Core fills (2) — mobility + passive gaps ===
card_echo_speaker_sutensai_aligned_hollow_throat	Hollow Throat	Channel a voice that has no speaker. Make a VEIL attack that ignores armor but cannot score a critical; the target forgets what hit them and cannot identify your position on their next turn.	subclass_sutensai_aligned	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_sutensai_aligned_the_silence_that_answers	The Silence That Answers	Ask the void a question and accept its reply. Discard one card; name any enemy in the encounter — you learn one true fact the GM was hiding about them (affiliation, weakness, or hidden card).	subclass_sutensai_aligned	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L3 Deep Listener (4) — iron-afterlife translation, dead's counsel, memory of wounds ===
card_echo_speaker_deep_listener_iron_counsel	Iron Counsel	Press your ear to the battlefield; the dead tell you what's coming. Peek at the top two cards of one enemy's action queue and may force them to discard one.	subclass_deep_listener	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_deep_listener_translate_the_wound	Translate the Wound	Every injury is a sentence the dead can read. Touch a wounded ally; you learn who dealt the wound and your next attack against that enemy strikes with advantage.	subclass_deep_listener	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_deep_listener_relay_the_dead	Relay the Dead	Speak a dead warrior's last words into an ally's hand. Choose one ally; they may immediately play one of their discarded cards as if freshly drawn, at 1 AP less (min 1).	subclass_deep_listener	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_deep_listener_chorus_of_the_iron_dead	Chorus of the Iron Dead	Open your chest to every voice in the Iron Afterlife at once. VEIL-weighted area effect; all enemies in earshot are deafened and made legible — your allies' attacks against them this round gain advantage.	subclass_deep_listener	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L3 Herald (4) — mouthpiece of power, declarative speech, speaks things into being ===
card_echo_speaker_herald_declare_the_wound	Declare the Wound	State an injury aloud and the world agrees. Point at an enemy and name a damage type; they take minor damage of that type immediately, and their resistance to it is ignored for one turn.	subclass_herald	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_herald_decree_of_stillness	Decree of Stillness	Pronounce the stop. One enemy is rooted by your word until the start of your next turn, or until an ally strikes them — whichever comes first.	subclass_herald	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_herald_name_an_ally	Name an Ally	Call an ally by the name they will earn. That ally's next card this round is played at 1 less AP (min 1) and cannot be reacted to.	subclass_herald	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_herald_proclaim_the_victor	Proclaim the Victor	Announce the outcome before it happens. Choose one enemy at full health or nearly so; they become Called. While Called, the first critical dealt to them this encounter is automatically maximized.	subclass_herald	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L5 Power (2 more; class already has Veil Apotheosis) ===
card_echo_speaker_the_word_that_was_a_blade	The Word That Was a Blade	Speak a single syllable the iron-dead have been saving for you. VEIL+RESONANCE strike against one enemy; if it drops them, every grief stack you hold transfers as damage to the nearest remaining enemy.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_open_the_relay	Open the Relay	You become a channel instead of a speaker. Until the start of your next turn, every ally within earshot may spend your grief stacks instead of their own AP to play one card each.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L9 Sutensai Aligned (2) ===
card_echo_speaker_sutensai_aligned_erase_the_sentence	Erase the Sentence	Unspeak the moment. The last enemy action resolved this round is retroactively undone — damage un-dealt, movement reversed, card returned to hand. The void takes the memory of it instead.	subclass_power_sutensai_aligned	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_sutensai_aligned_the_mouth_that_is_not	The Mouth That Is Not	Open a void where your voice was. For two rounds, enemies who target you must first pass a RESONANCE check or lose the target entirely — they forget who they were aiming at.	subclass_power_sutensai_aligned	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L9 Deep Listener (2) ===
card_echo_speaker_deep_listener_parliament_of_wounds	Parliament of Wounds	Every iron-dead warrior within reach speaks at once through you. Summon a choir of spectral advisors; until end of encounter, you and allies may treat enemy actions as if you had seen them one card in advance.	subclass_power_deep_listener	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_deep_listener_hear_the_iron_accord	Hear the Iron Accord	You listen past the battle to the pact that holds the Iron Afterlife open. Name any enemy in the encounter; you learn their true purpose here, and one bond they cannot break without breaking themselves — exploiting it this turn is devastating.	subclass_power_deep_listener	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
#
# === L9 Herald (2) ===
card_echo_speaker_herald_speak_it_into_being	Speak It Into Being	Declare a condition of the battlefield and make it so. Name one of: an ally is at full health, a wall stands here, this enemy has no weapon. The statement is true for one round; the world corrects afterward.	subclass_power_herald	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_echo_speaker_herald_coronation_voice	Coronation Voice	Pronounce an ally the hero of this encounter. For the rest of the fight, their critical range is widened and every enemy that strikes them first tests against your VEIL — failure means their blow simply does not land.	subclass_power_herald	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
